weibo_id user_id time emotional_level repost_num follow_num at_flag topic_flag url_flag content_length time_step fans_num width1 width2 width3 width4 width5 width6 width7 width8 width9 width10 width11 width12
3806266353005057 1789341 20:54:38 60.4280926281856 851 53 5 6 2 57 3 32 0 0 0 0 2 22 35 50 72 146 149 661
3806449891593885 8320664 09:03:57 14.298881188284032 47 780 0 0 0 16 1 798 0 0 0 0 14 21 25 30 37 47 48 48
3806461241220102 6756052 09:49:03 30.715476453933892 244 28 0 2 0 46 1 3257 0 0 1 1 2 2 2 16 153 243 245 245
3806530963271842 6912851 14:26:06 11.189306835450001 628 40 0 0 0 23 2 265 1 1 2 4 7 60 261 376 463 504 590 596
3806551293139207 2454480 15:46:53 10.528358733176 154 9 0 6 0 18 2 7503 92 105 119 129 144 148 152 152 152 152 152 152
3806565742560301 7850936 16:44:17 32.37883929052745 1324 327 0 2 0 37 2 72927 0 0 0 0 1 3 13 31 37 45 90 644
3806797922240025 5444481 08:06:54 5.504610535698999 638 294 0 2 0 8 1 251 0 0 0 0 3 19 163 309 388 468 542 562
3806865320376121 5696528 12:34:43 22.667549182335897 193 53 2 2 0 32 1 2780 0 0 0 0 0 0 0 0 0 38 194 194
3806869242349031 8069239 12:50:18 4.407283519082351 915 577 0 0 0 9 1 81303 58 124 191 226 374 434 543 601 650 692 716 729
3806917249520058 5690315 16:01:04 4.324166974465999 1183 202 0 0 0 4 2 205236 78 128 221 281 511 656 762 811 846 894 969 1008
3807271768886010 1654387 15:29:48 18.79703383945288 1013 5 1 4 0 38 2 450 257 375 376 471 709 793 887 947 987 1001 1004 1007
3807299921930968 7813912 17:21:40 40.738234543673094 404 127 0 2 3 34 2 95302 0 0 0 0 0 0 0 0 0 0 0 0
3807312907478892 7298946 18:13:16 13.986158061218953 245 62 0 2 0 19 2 35548 42 73 94 113 143 166 196 211 215 230 240 242
3807619888618401 3906511 14:33:06 9.766329112434 112 336 0 0 0 9 2 3886 6 9 10 11 13 17 22 23 24 26 41 97
3808061959614567 4147331 19:49:44 5.24964430925 1111 141 0 0 0 7 3 161383 73 169 302 363 555 654 742 813 824 892 911 920
3808419037527432 5032127 19:28:38 32.54704907767032 148 20 0 2 1 56 3 941 2 2 2 2 2 28 62 92 128 146 146 146
3808631545702603 7097284 09:33:04 37.73373188046715 154 29 0 0 0 28 1 47351 0 0 0 0 0 0 0 2 3 6 33 49
3808652509076957 8188232 10:56:22 29.355907332664625 605 70 0 0 0 42 1 10779 0 0 0 0 0 0 0 0 46 246 601 604
3808723967734474 8243158 15:40:19 20.10796091651275 829 170 2 0 0 31 2 20 0 0 0 0 0 0 0 0 0 0 328 369
3808789495100894 6717870 20:00:41 3.3592985873552004 740 271 0 0 0 10 3 21408 32 69 98 111 161 193 236 257 260 327 345 402
3809002527943463 7097284 10:07:13 5.6343413297822 149 29 0 0 0 9 1 47351 0 1 3 5 7 9 9 9 9 14 22 38
3809020873933996 7614751 11:20:07 17.7739467112124 783 311 0 2 0 13 1 532649 0 0 0 0 0 0 0 0 0 0 221 554
3809322196690255 7097284 07:17:28 5.486711580107629 93 29 0 0 0 20 1 47351 0 0 0 0 2 3 6 6 6 12 31 38
3809465872851234 8239221 16:48:23 28.3871007147162 1143 79 0 0 0 54 2 321766 165 273 366 439 597 684 793 854 886 954 1002 1014
3809566762981124 5504275 23:29:16 5.502688646257999 113 49 0 0 0 6 3 48 69 95 102 103 106 107 107 107 110 112 112 112
3809739161227425 8261954 10:54:19 50.71345591284585 210 109 0 0 0 51 1 538 0 2 6 10 24 38 65 90 138 161 211 211
3809756215095458 7460165 12:02:06 33.2834692381318 141 162 0 0 0 31 1 101550 15 32 43 50 61 70 85 90 99 106 111 114
3809756404010889 6311958 12:02:51 8.97381177611673 103 45 1 2 0 40 1 7156 8 9 13 14 19 19 21 30 54 71 75 77
3809802309881752 7949426 15:05:15 48.11984693929117 789 20 1 0 1 40 2 15014 0 0 0 0 0 0 0 0 0 0 0 0
3810135321577227 1937977 13:08:32 25.75648307386429 844 1 0 2 1 48 2 3153 137 228 263 297 360 650 749 785 813 823 831 836
3810284219622006 4116903 23:00:12 0.4661501650519999 1126 281 0 0 0 4 3 176722 90 175 176 237 363 467 501 508 562 930 976 990
3810304545065111 2344249 00:20:58 21.786664399019603 343 1 0 0 0 22 0 2069 15 20 22 23 26 30 32 33 49 296 325 329
3810986031145706 4207083 21:28:57 47.02684116261466 215 393 0 0 0 44 3 2751 37 56 67 73 88 97 107 108 109 143 163 174
3811245667011745 6982818 14:40:39 27.99134587256208 133 86 0 0 0 43 2 2622 1 6 9 12 32 67 93 104 115 125 128 128
3811567612922144 8069239 11:59:57 3.217158246758 1286 577 0 0 0 3 1 81303 83 144 215 263 409 482 573 628 668 700 743 767
3811706838752483 8205510 21:13:11 44.171000077896565 921 103 0 2 1 36 3 85646 58 84 91 97 162 189 219 249 283 464 777 916
3811730323039470 4207083 22:46:30 9.632712557083453 168 393 0 2 0 13 3 2751 29 35 67 107 151 157 159 159 159 165 167 167
3811914989921605 4560599 11:00:17 60.61358124349857 773 229 1 2 2 52 1 2135 11 46 95 131 195 267 358 429 489 597 645 660
3812092874567574 2624605 22:47:09 42.24027449157595 827 33 2 2 0 64 3 3685 0 0 0 0 0 1 1 1 2 81 241 309
3812221056456222 7097284 07:16:30 24.121866610532198 88 29 0 0 0 45 1 47351 0 1 5 7 17 22 32 37 40 48 57 59
3813394035237177 7460165 12:57:30 2.24068406784 211 162 0 0 0 2 1 101550 35 62 76 89 119 136 155 170 188 195 197 200
3813524331859530 3789449 21:35:15 3.9006210878710004 185 145 0 0 0 4 3 32591 0 0 15 44 84 102 124 128 133 154 161 163
3813531386798549 4078312 22:03:17 11.054037584514942 80 20 0 0 0 7 3 301 38 72 75 76 79 79 81 81 81 81 81 81
3814448169321685 3177202 10:46:13 4.069879322234 766 3 0 0 0 3 1 2 0 0 0 0 0 0 0 0 0 0 186 475
3814474206810157 8241251 12:29:43 17.504457773829653 790 227 0 0 1 25 1 367296 45 62 79 101 132 155 227 279 331 527 759 769
3814485141762310 5965031 13:13:09 15.43861076606186 130 43 0 0 1 23 2 1 0 0 0 0 0 0 0 0 0 0 69 122
3814544789458382 7424214 17:10:11 22.704527508769 882 42 0 2 0 24 2 28698 36 49 60 71 103 165 282 330 347 380 393 410
3814829820844340 7097284 12:02:47 9.980454826945596 158 29 0 0 0 28 1 47351 0 34 35 38 40 40 41 42 44 58 88 117
3815209989007466 8321818 13:13:27 5.935845417085 308 1 0 0 0 6 2 3631 99 164 248 265 295 298 307 307 309 309 309 309
3815213424095132 7603948 13:27:06 8.931978343165998 665 247 0 4 0 16 2 18426 51 72 89 109 144 178 223 293 375 433 457 493
3815284350042112 3989188 18:08:56 24.61767052259267 1048 24 0 2 0 22 2 72640 375 531 630 631 900 962 999 1014 1017 1036 1041 1043
3815286689998369 2574642 18:18:14 10.057699002523 1186 1 0 0 0 12 2 50458 466 595 680 681 844 922 1060 1093 1103 1147 1176 1178
3815290640617945 3412439 18:33:56 2.276698357264 924 242 1 0 0 6 2 2232 377 378 549 627 812 858 877 884 887 912 920 920
3815329950266461 3989188 21:10:08 17.023744988335 903 24 0 2 0 21 3 72640 308 381 382 414 647 710 751 758 764 869 887 890
3815356462541973 4958142 22:55:29 37.95655847175396 1403 162 1 2 1 49 3 2031 7 7 10 67 591 854 954 972 1051 1355 1383 1397
3815614554423917 5257388 16:01:03 10.6407707799834 498 37 0 0 1 23 2 77620 41 87 114 134 286 413 441 459 472 480 487 491
3815734473912801 2621195 23:57:34 19.335956482341203 404 381 0 2 0 18 3 7231 7 8 11 19 38 51 63 67 122 251 313 331
3815992259798413 5257388 17:01:54 24.790437075201996 782 37 0 0 1 37 2 77620 71 122 168 197 429 677 704 723 729 739 747 753
3816085063629140 2574642 23:10:41 14.768147107028 895 1 0 0 0 11 3 50458 129 185 208 220 241 276 301 314 408 547 557 561
3816253934474433 3227403 10:21:42 29.76542903574359 249 89 1 2 1 46 1 3754 10 17 22 25 46 54 63 72 85 96 168 231
3816361132133974 7097284 17:27:41 5.354472395683999 101 29 0 0 0 9 2 47351 0 0 0 0 0 0 2 3 3 5 20 40
3816777207394433 4501273 21:00:58 42.74472142509644 1186 253 0 0 2 55 3 13974 18 28 38 45 215 353 435 445 456 536 672 771
3816993684072705 2026642 11:21:13 8.514578545766 795 31 0 0 1 6 1 66182 25 51 79 97 174 211 246 259 280 293 303 310
3817188677208732 7852066 00:16:03 0.9047994044309 185 30 0 1 0 4 0 317297 27 45 51 55 73 75 78 89 138 165 173 177
3817358017418520 6573616 11:28:57 44.27759460633374 898 110 0 2 0 35 1 25 0 0 0 0 0 0 0 0 0 0 0 532
3817835950066709 8147310 19:08:05 11.3433083180927 1200 98 0 0 0 26 3 1009720 147 230 293 338 478 592 718 744 748 939 1014 1069
3818090955088668 5257388 12:01:23 16.7751476817977 469 37 0 0 1 37 1 77620 61 95 117 145 205 333 388 409 428 445 454 457
3818220673209740 7097284 20:36:50 0.14550394905595002 105 29 0 0 0 8 3 47351 0 0 0 0 1 2 2 2 2 5 14 26
3819012989898038 7659106 01:05:13 0.5145561860987002 199 80 0 0 0 3 0 6273 6 14 16 16 18 19 25 65 108 171 173 176
3819263641101058 8239221 17:41:13 52.85048875974425 1069 79 0 0 0 45 2 321766 116 234 292 342 513 589 716 780 792 887 966 992
3819521833637922 7900407 10:47:11 37.30636034038746 821 60 0 0 0 47 1 2871 23 62 110 232 257 277 307 397 459 679 802 817
3819909446873795 7098381 12:27:25 22.154806138433994 849 62 0 2 0 40 1 24849 0 0 0 0 0 0 0 5 54 275 644 828
3819978056361769 7026544 17:00:03 20.61080482274045 613 65 0 2 1 23 2 45862 0 0 1 1 1 2 112 169 224 434 597 600
3820212019064798 7097284 08:29:44 37.8066457008215 160 29 0 0 0 28 1 47351 0 0 0 0 4 26 40 45 50 70 116 142
3820234748708204 5569905 10:00:03 22.22394735528473 356 28 0 2 0 48 1 23533 0 0 2 7 18 35 64 96 128 344 355 357
3820986841070154 8241251 11:48:36 19.845565858269 959 227 0 0 0 48 1 367296 40 78 105 118 165 198 244 486 588 803 897 910
3821017539828830 6472320 13:50:33 18.29348461914783 388 18 0 0 1 14 2 44426 39 61 67 74 94 114 131 138 147 166 183 210
3821050121130890 8114788 16:00:02 47.23885290296235 195 123 1 0 0 44 2 70806 30 50 65 75 105 129 151 167 174 184 186 186
3821340283315096 8241251 11:13:03 39.329211173183545 1401 227 0 2 1 47 1 367296 0 0 0 0 0 103 176 227 294 542 890 1222
3821401284869297 4388365 15:15:26 9.353791602031 187 116 0 0 1 13 2 127 0 0 0 1 2 4 4 5 6 6 6 6
3821420876705799 7460165 16:33:17 7.7569292721614 165 162 0 0 0 16 2 101550 20 21 38 48 75 95 115 123 124 130 134 138
3821671821490824 8163129 09:10:27 21.892036418539995 1096 81 1 0 0 16 1 75964 0 0 0 0 0 0 0 0 0 0 495 833
3821699399306147 2812353 11:00:03 34.91307640746037 1380 16 0 2 0 35 1 27598 8 11 13 13 22 32 41 46 56 172 886 1371
3821789576747517 5487812 16:58:22 40.22248379161387 517 32 0 4 0 43 2 3822 0 0 0 0 0 0 1 1 1 10 277 514
3822065566198525 7947935 11:15:04 30.012945762545186 1409 128 0 0 2 34 1 3689 5 9 13 18 21 21 21 21 21 21 21 21
3822080749613572 5125218 12:15:24 17.669337730645093 692 21 0 2 0 55 1 31280 0 0 0 0 0 0 0 0 0 0 0 0
3822194239326504 5433878 19:46:20 31.1649304889072 827 15 0 0 1 38 3 2500 0 0 0 0 0 0 0 0 0 211 724 828
3822228133178197 5257388 22:01:03 19.249244219320506 608 37 0 0 1 34 3 77620 62 102 129 130 305 506 520 523 532 560 571 576
3822530437893402 8265431 18:02:18 38.56970070287423 184 365 0 6 0 36 2 145634 22 35 43 47 61 67 81 96 97 115 121 126
3822887196722724 4207083 17:39:56 17.64326542987339 99 393 0 2 0 52 2 2751 11 16 21 22 33 41 51 58 59 64 65 66
3822975898037385 7298946 23:32:24 23.982986632334146 124 62 1 0 0 30 3 35548 16 17 26 31 38 43 45 45 75 105 108 108
3823586013892890 7913767 15:56:47 23.707107395776873 619 261 0 2 1 55 2 74284 0 0 0 0 0 0 0 0 0 0 0 0
3823604410519296 4797207 17:09:53 33.107408382437804 205 33 1 6 0 55 2 279 0 0 0 0 0 0 0 18 50 158 206 206
3823698991952054 3412439 23:25:43 7.801668163235 819 242 0 2 0 11 3 2232 159 225 226 266 350 379 384 407 618 803 811 813
3823879086940349 7097284 11:21:21 -2.735468075275 119 29 0 0 0 11 1 47351 1 3 3 4 15 20 28 41 45 56 87 96
3823919024627349 5630757 14:00:03 45.52371544253954 879 498 3 8 2 73 2 125141 0 0 0 0 0 26 99 166 224 436 766 877
3824019419752376 6106278 20:38:59 43.4985914828446 323 5 1 2 0 55 3 64773 0 0 0 0 0 0 0 0 0 27 298 302
3824227226502531 7752348 10:24:44 36.984513439033854 339 23 0 2 1 36 1 58688 0 0 0 0 0 0 0 0 0 0 0 205
3824238727515871 6138628 11:10:26 42.0783299189055 789 55 1 4 0 51 1 48023 0 0 0 0 0 0 0 0 0 0 0 0
3824240438908549 5799055 11:17:14 45.17746248298157 369 20 0 2 0 58 1 412 0 0 0 0 0 0 0 0 0 177 370 370
3824365483114031 7234602 19:34:07 0.6369842599371989 552 115 0 0 0 9 3 295 0 0 4 5 11 45 265 284 296 509 514 515
3824593657793547 8253334 10:40:48 5.29262484640595 951 51 0 0 0 9 1 171226 71 111 140 165 222 266 303 317 360 423 439 450
3824747286376784 7094441 20:51:16 24.300588677016172 450 28 0 2 0 35 3 656 0 1 6 8 24 46 80 103 150 358 451 451
3824759038885444 7010915 21:37:57 16.8050499192188 523 49 0 2 1 24 3 212 0 0 0 0 0 0 0 0 0 124 500 524
3826050847421800 1292045 11:11:09 21.66140126783854 791 6 0 0 0 36 1 2113 1 12 33 42 102 151 192 226 253 258 634 790
3826411259569181 7848703 11:03:17 29.2026617328998 1036 32 0 2 0 39 1 21219 0 0 0 0 0 0 0 0 0 0 0 0
3826438367497191 2298223 12:51:01 16.909965840663993 171 55 1 2 1 20 1 9788 1 2 2 2 6 7 22 66 95 106 116 120
3826480906018308 2533299 15:40:03 14.876832709344 792 19 0 0 0 11 2 1381 104 172 206 237 391 518 645 696 717 727 733 737
3826757272299631 4987001 09:58:14 27.501516852721963 123 122 2 0 0 48 1 118483 0 0 0 0 0 0 0 0 11 103 112 115
3826757750263145 7337426 10:00:08 44.0830122797146 408 80 0 4 0 55 1 313220 124 176 211 236 283 335 378 382 391 402 402 405
3826811265490083 6769513 13:32:47 48.125095095143756 299 70 0 2 1 46 2 7422 59 60 89 103 139 157 189 211 230 259 291 294
3826863279423406 1380772 16:59:28 14.793903306201699 494 1 0 2 0 17 2 14 0 1 2 2 2 5 7 15 15 38 61 171
3826877166883107 7978683 17:54:39 6.027174228715831 138 79 0 0 1 5 2 13168 9 13 16 20 34 38 63 93 99 115 116 116
3827694100107661 3078001 00:00:51 21.137337084134696 1025 55 0 2 1 22 0 4413 5 15 21 22 28 30 32 44 91 408 746 799
3827996424733386 5740396 20:02:11 20.746656273549497 1252 130 0 0 1 28 3 216567 114 267 333 334 563 705 852 897 909 1099 1142 1167
3828056207069361 4164633 23:59:44 22.51495354015545 209 140 0 2 0 19 3 26 0 0 0 1 8 11 12 12 46 146 181 183
3828390635217581 2840197 22:08:38 28.762844465798626 263 668 0 4 0 35 3 1434 10 15 23 26 59 64 66 66 70 188 209 213
3828402479997448 4795826 22:55:42 24.26901483148278 228 74 0 0 0 44 3 77 0 0 0 0 7 10 10 10 13 222 226 227
3828419509259367 6378478 00:03:22 28.001730544822998 1010 84 0 2 0 34 0 116710 128 202 237 238 328 384 408 426 572 908 977 987
3828645795879247 2075954 15:02:33 6.2856377106993975 1037 78 0 0 0 8 2 174461 37 55 111 158 258 313 369 419 446 470 511 545
3828962730004436 5257388 12:01:56 21.39666243564801 562 37 0 0 1 33 1 77620 48 99 133 155 247 401 433 445 456 471 481 493
3829460514485478 8239221 20:59:57 43.11908733607847 1239 79 0 0 0 49 3 321766 174 268 358 432 577 669 774 801 812 971 1026 1063
3829965110028700 7900407 06:25:02 31.76491505305934 1210 60 1 0 0 55 0 2871 5 13 32 149 226 354 475 620 647 1207 1209 1209
3829986236187841 8124819 07:48:59 44.82104176651468 71 67 0 0 0 60 1 9762 7 16 21 25 30 35 43 51 56 66 70 72
3830106449521459 7056169 15:46:40 42.27503173044384 1426 52 1 4 0 49 2 1530 0 0 0 0 0 0 0 67 704 812 1230 1251
3830399384265654 7424214 11:10:41 23.081439344230798 923 42 0 2 1 30 1 28698 39 66 92 93 166 309 434 519 604 688 743 751
3830560524760524 8195721 21:50:58 20.19146484177995 448 244 1 2 1 22 3 12958 154 226 248 268 334 375 403 405 414 440 446 446
3830560542142699 8109646 21:51:03 4.728712655998 816 436 0 0 0 6 3 6073 10 28 43 58 189 445 559 580 604 751 766 777
3830648655911232 8256685 03:41:12 11.203199939302001 675 31 0 2 0 9 0 82 0 1 1 1 1 3 43 214 463 646 658 660
3830744201911959 4178345 10:00:52 31.2367131250699 990 62 0 0 0 46 1 1919 39 77 132 194 438 644 700 733 763 797 837 861
3830772085431116 7794539 11:51:40 15.228447174616079 259 164 1 0 0 16 1 82990 0 49 80 102 145 172 192 212 230 242 248 249
3830776711451614 2574642 12:10:03 16.0966489134765 1203 1 0 0 1 26 1 50458 169 282 498 596 790 897 992 1026 1075 1123 1138 1162
3830913429896367 5893818 21:13:19 51.34387322650073 550 37 1 4 2 41 3 905 16 47 73 114 264 324 372 375 400 523 534 539
3830943909708100 7423299 23:14:26 1.5307208096849998 1059 52 0 0 0 5 3 272361 60 91 109 122 142 152 157 168 251 525 908 1045
3831120083022475 3997034 10:54:29 34.9998237685895 357 692 0 2 1 39 1 3818 9 14 16 19 24 26 28 46 62 273 329 339
3831136834829010 5257388 12:01:03 11.917113538775599 155 37 0 0 1 25 1 77620 17 31 50 68 99 106 122 126 128 133 137 139
3831265683891909 5893818 20:33:02 62.18500215223674 227 37 7 4 2 60 3 905 9 19 41 63 96 124 151 155 160 204 217 220
3831280829076294 8220606 21:33:14 15.511849896758294 984 97 1 2 0 30 3 1598 253 434 539 611 769 819 844 848 861 918 935 938
3831337176144798 1802409 01:17:08 6.0985126627840005 385 189 0 0 0 8 0 57247 17 33 47 51 76 82 93 118 187 249 294 310
3831471334364039 5222540 10:10:14 42.333776199360244 1029 81 0 0 1 32 1 171117 0 0 0 0 0 0 0 0 0 0 0 0
3831496215484898 1463437 11:49:06 55.71499599152226 821 19 0 0 1 50 1 613 2 2 2 2 41 53 111 154 219 499 820 820
3831650834283555 3114928 22:03:30 10.795116992059002 1129 1 0 1 0 28 3 8012 74 129 160 186 270 303 309 311 324 437 568 661
3831830149067425 6236290 09:56:02 7.0674393536072015 743 64 1 2 0 17 1 744 5 7 16 40 207 390 521 576 636 698 717 725
