weibo_id user_id time emotional_level fans_num at_flag topic_flag url_flag content_length time_step follow_num depth1 depth2 depth3 depth4 depth5 depth6 depth7 depth8 depth9
3802203476923393 1632334 15:50:13 41.93698552699914 11406 0 2 0 157 3 11406 0 0 0 0 0 0 0 1 1
3802213073663911 3340395 16:28:21 24.591990863602014 5406 0 0 6 120 3 5406 0 0 1 1 1 1 1 1 1
3802282266728500 1691074 21:03:18 18.712103813796002 65 0 0 0 74 4 65 1 1 1 1 1 1 2 2 2
3802842303729501 7145560 10:08:41 5.686001937070981 19548 0 4 0 141 2 19548 3 7 7 9 9 10 10 10 10
3803051724534107 3354595 00:00:51 31.357146015866675 1937 0 0 0 132 1 1937 1 1 1 1 2 4 4 4 4
3803309175939078 2574642 17:03:51 -0.2381253053700001 50458 0 0 0 5 3 50458 4 4 4 4 4 4 4 4 4
3803311654212220 6369283 17:13:43 23.904771409373303 2 0 2 0 100 3 2 0 0 0 1 1 1 1 1 1
3803432257452570 8069239 01:12:57 6.8573104593082 81303 0 0 0 22 1 81303 2 3 3 3 3 3 4 4 4
3803640408350365 6774077 15:00:03 30.927346793940398 48443 0 2 0 118 3 48443 0 0 0 0 0 0 0 1 1
3803774839881773 7460165 23:54:15 15.146518474813252 101550 0 0 0 39 4 101550 1 1 1 1 1 1 2 2 2
3803934840274650 1518228 10:30:01 64.61786057561785 480 4 2 1 163 2 480 3 4 6 7 7 7 7 7 7
3803943307826527 8268893 11:03:41 21.1185447689692 77318 0 2 0 74 2 77318 0 0 0 0 0 0 0 1 1
3803962124012624 6362038 12:18:27 16.30022955733095 685 3 2 0 68 2 685 1 1 1 1 2 2 2 2 2
3804046076969956 4457122 17:52:03 38.922531006463814 7997 2 0 1 173 3 7997 2 2 3 3 3 3 3 3 3
3804083964201357 1778466 20:22:35 34.19795614364741 9340 0 2 0 140 4 9340 3 4 60 60 60 60 60 60 60
3804385572504876 7017144 16:21:05 4.720497911812 331675 0 0 0 15 3 331675 2 2 3 3 3 3 3 3 3
3804715924276512 7298946 14:13:47 46.18853432014076 35548 0 0 0 210 3 35548 1 2 4 4 4 4 4 4 4
3804739261497124 7097284 15:46:31 7.381404478671 47351 0 0 0 12 3 47351 0 0 1 1 1 1 2 2 2
3804791475672737 3035885 19:14:00 25.37364055528349 42 0 2 0 89 4 42 0 1 1 1 1 1 1 1 1
3805106312902574 1778466 16:05:03 9.828660174207602 9340 3 3 0 66 3 9340 3 3 11 52 52 52 52 52 52
3805199884141837 6319345 22:16:51 41.125354931052215 1161 1 2 0 155 4 1161 1 2 3 3 3 3 3 3 3
3805237259430995 5170199 00:45:23 16.497224239417427 353 0 0 0 112 1 353 0 0 1 1 1 1 1 1 1
3805533208915108 8216680 20:21:23 17.155220892674 267284 0 0 0 22 4 267284 2 2 2 2 2 2 2 2 3
3805543191297707 5257388 21:01:03 29.58512160141089 77620 0 0 0 183 4 77620 3 3 3 3 3 3 3 3 3
3805895035064796 4513619 20:19:09 14.386796243593256 1159 0 2 0 38 4 1159 3 4 4 4 4 4 4 4 4
3806196048083875 7097284 16:15:16 4.527675086537 47351 0 0 0 20 3 47351 1 1 1 1 1 1 1 2 2
3806262561364598 4244695 20:39:34 28.319441905927995 3524 0 0 0 84 4 3524 4 4 4 4 4 4 4 4 4
3806266353005057 1789341 20:54:38 60.4280926281856 32 5 6 2 168 4 32 0 0 2 2 2 2 2 2 6
3806449891593885 8320664 09:03:57 14.298881188284032 798 0 0 0 39 2 798 0 0 2 2 2 2 2 2 2
3806461241220102 6756052 09:49:03 30.715476453933892 3257 0 2 0 190 2 3257 0 1 1 1 1 1 1 1 1
3806530963271842 6912851 14:26:06 11.189306835450001 265 0 0 0 70 3 265 1 2 2 4 4 5 5 5 5
3806551293139207 2454480 15:46:53 10.528358733176 7503 0 6 0 34 3 7503 2 2 3 3 3 3 3 3 3
3806565742560301 7850936 16:44:17 32.37883929052745 72927 0 2 0 170 3 72927 0 0 2 2 3 3 3 3 3
3806797922240025 5444481 08:06:54 5.504610535698999 251 0 2 0 14 2 251 0 0 1 3 3 3 4 4 4
3806865320376121 5696528 12:34:43 22.667549182335897 2780 0 2 0 137 2 2780 0 0 0 0 0 0 1 1 1
3806869242349031 8069239 12:50:18 4.407283519082351 81303 0 0 0 33 2 81303 2 2 3 3 3 3 3 3 3
3806917249520058 5690315 16:01:04 4.3241669744659985 205236 0 0 0 22 3 205236 1 2 2 5 5 6 6 6 6
3807271768886010 1654387 15:29:48 18.79703383945288 450 0 4 0 157 3 450 3 4 5 5 5 5 5 5 5
3807312907478892 7298946 18:13:16 13.986158061218953 35548 0 2 0 61 3 35548 3 4 4 4 4 4 4 4 4
3807619888618401 3906511 14:33:06 9.766329112434 3886 0 0 0 60 3 3886 1 1 1 2 2 2 2 3 6
3808061959614567 4147331 19:49:44 5.24964430925 161383 0 0 0 25 4 161383 2 2 2 2 2 2 3 3 3
3808419037527432 5032127 19:28:38 32.54704907767032 941 0 2 1 184 4 941 1 1 1 1 1 1 4 4 4
3808631545702603 7097284 09:33:04 37.73373188046715 47351 0 0 0 61 2 47351 0 0 0 0 1 1 2 2 2
3808652509076957 8188232 10:56:22 29.355907332664625 10779 0 0 0 198 2 10779 0 0 0 0 0 1 1 1 1
3808723967734474 8243158 15:40:19 20.10796091651275 20 1 0 0 112 3 20 0 0 0 0 0 0 0 4 4
3808789495100894 6717870 20:00:41 3.3592985873552004 21408 0 0 0 38 4 21408 3 3 3 5 6 6 6 8 8
3809002527943463 7097284 10:07:13 5.6343413297822 47351 0 0 0 29 2 47351 1 1 1 1 1 1 1 2 2
3809020873933996 7614751 11:20:07 17.7739467112124 532649 0 2 0 60 2 532649 0 0 0 0 0 0 0 1 1
3809322196690255 7097284 07:17:28 5.486711580107629 47351 0 0 0 75 2 47351 0 0 1 2 2 2 2 2 2
3809465872851234 8239221 16:48:23 28.3871007147162 321766 0 0 0 165 3 321766 2 3 3 3 3 3 3 3 3
3809566762981124 5504275 23:29:16 5.502688646257999 48 0 0 0 17 4 48 3 3 3 3 3 3 3 3 3
3809739161227425 8261954 10:54:19 50.71345591284585 538 0 0 0 197 2 538 1 1 1 1 1 1 1 1 1
3809756215095458 7460165 12:02:06 33.2834692381318 101550 0 0 0 111 2 101550 1 1 1 1 1 1 1 1 1
3809756404010889 6311958 12:02:51 8.97381177611673 7156 1 2 0 135 2 7156 1 1 1 1 4 4 4 4 4
3810135321577227 1937977 13:08:32 25.75648307386429 3153 0 2 0 182 3 3153 4 4 4 5 5 5 5 5 5
3810284219622006 4116903 23:00:12 0.4661501650519999 176722 0 0 0 25 4 176722 1 1 2 2 2 2 3 3 3
3810304545065111 2344249 00:20:58 21.786664399019603 2069 0 0 0 82 1 2069 2 2 2 2 2 4 5 5 5
3810986031145706 4207083 21:28:57 47.02684116261466 2751 0 0 0 169 4 2751 3 3 3 3 3 3 3 3 3
3811245667011745 6982818 14:40:39 27.99134587256208 2622 0 0 0 194 3 2622 1 1 3 4 4 4 4 4 4
3811567612922144 8069239 11:59:57 3.217158246758 81303 0 0 0 19 2 81303 3 3 4 4 4 4 4 4 4
3811706838752483 8205510 21:13:11 44.171000077896565 85646 0 2 1 165 4 85646 2 2 3 3 3 3 3 3 3
3811730323039470 4207083 22:46:30 9.632712557083453 2751 0 2 0 47 4 2751 2 3 3 3 3 3 3 3 3
3811914989921605 4560599 11:00:17 60.61358124349857 2135 0 2 1 170 2 2135 3 5 6 6 6 6 6 6 6
3812092874567574 2624605 22:47:09 42.24027449157595 3685 0 2 0 207 4 3685 0 0 1 1 1 1 4 13 13
3812221056456222 7097284 07:16:30 24.121866610532198 47351 0 0 0 215 2 47351 1 1 1 1 1 1 2 2 2
3813394035237177 7460165 12:57:30 2.24068406784 101550 0 0 0 10 2 101550 1 1 1 2 2 2 2 2 2
3813524331859530 3789449 21:35:15 3.900621087871 32591 0 0 0 20 4 32591 0 1 1 1 1 2 2 2 2
3813531386798549 4078312 22:03:17 11.054037584514942 301 0 0 0 34 4 301 3 5 5 5 5 5 5 5 5
3814448169321685 3177202 10:46:13 4.069879322234 2 0 0 0 25 2 2 0 0 0 0 0 0 0 1 1
3814474206810157 8241251 12:29:43 17.504457773829653 367296 0 0 0 119 2 367296 1 1 2 2 2 2 2 2 2
3814485141762310 5965031 13:13:09 15.43861076606186 1 0 0 1 113 3 1 0 0 0 0 0 0 0 3 5
3814544789458382 7424214 17:10:11 22.704527508769 28698 0 2 0 57 3 28698 2 2 3 4 4 4 4 4 4
3814829820844340 7097284 12:02:47 9.980454826945596 47351 0 0 0 118 2 47351 1 1 1 1 1 1 2 2 2
3815209989007466 8321818 13:13:27 5.935845417085 3631 0 0 0 25 3 3631 4 4 4 4 4 4 4 4 4
3815213424095132 7603948 13:27:06 8.931978343165998 18426 0 4 0 62 3 18426 2 3 7 7 7 7 7 7 7
3815284350042112 3989188 18:08:56 24.61767052259267 72640 0 2 0 73 3 72640 3 3 4 4 4 4 4 4 4
3815286689998369 2574642 18:18:14 10.057699002523 50458 0 0 0 29 3 50458 5 5 5 5 5 5 5 5 5
3815290640617945 3412439 18:33:56 2.276698357264 2232 0 0 0 20 3 2232 4 4 4 4 4 4 4 4 4
3815329950266461 3989188 21:10:08 17.023744988335 72640 0 2 0 72 4 72640 3 3 3 3 3 3 3 3 3
3815356462541973 4958142 22:55:29 37.95655847175396 2031 1 2 1 201 4 2031 1 5 6 6 6 6 9 9 9
3815614554423917 5257388 16:01:03 10.6407707799834 77620 0 0 0 94 3 77620 5 5 5 5 5 5 5 5 5
3815734473912801 2621195 23:57:34 19.335956482341203 7231 0 2 0 48 4 7231 1 2 3 3 3 5 6 6 6
3815992259798413 5257388 17:01:54 24.790437075201996 77620 0 0 0 129 3 77620 6 7 7 8 8 8 8 8 8
3816085063629140 2574642 23:10:41 14.768147107028 50458 0 0 0 14 4 50458 3 3 4 4 4 4 4 4 4
3816253934474433 3227403 10:21:42 29.76542903574359 3754 1 2 0 139 2 3754 2 2 2 2 2 2 2 4 5
3816361132133974 7097284 17:27:41 5.354472395683999 47351 0 0 0 31 3 47351 0 0 0 1 1 1 1 2 2
3816777207394433 4501273 21:00:58 42.74472142509644 13974 0 0 2 185 4 13974 2 2 4 4 4 4 4 4 5
3816993684072705 2026642 11:21:13 8.514578545766 66182 0 0 1 13 2 66182 1 1 2 2 2 2 2 2 2
3817188677208732 7852066 00:16:03 0.9047994044309 317297 0 1 0 13 1 317297 2 2 2 2 2 2 2 2 2
3817358017418520 6573616 11:28:57 44.27759460633374 25 0 2 0 152 2 25 0 0 0 0 0 0 0 0 1
3817835950066709 8147310 19:08:05 11.3433083180927 1009720 0 0 0 102 4 1009720 1 2 2 2 2 2 2 4 6
3818090955088668 5257388 12:01:23 16.7751476817977 77620 0 0 0 153 2 77620 7 7 7 8 8 8 8 8 8
3818220673209740 7097284 20:36:50 0.14550394905595002 47351 0 0 0 25 4 47351 0 0 1 1 1 1 1 2 2
3819012989898038 7659106 01:05:13 0.5145561860987002 6273 0 0 0 13 1 6273 1 1 1 1 2 2 2 2 2
3819263641101058 8239221 17:41:13 52.85048875974425 321766 0 0 0 195 3 321766 5 5 5 5 5 5 5 8 8
3819521833637922 7900407 10:47:11 37.30636034038746 2871 0 0 0 207 2 2871 1 1 1 2 2 2 2 2 2
3819909446873795 7098381 12:27:25 22.154806138433994 24849 0 2 0 174 2 24849 0 0 0 0 1 1 1 1 1
3819978056361769 7026544 17:00:03 20.61080482274045 45862 0 2 0 86 3 45862 0 1 1 2 2 2 2 2 2
3820212019064798 7097284 08:29:44 37.8066457008215 47351 0 0 0 66 2 47351 0 0 1 1 1 1 1 2 2
3820234748708204 5569905 10:00:03 22.22394735528473 23533 0 2 0 153 2 23533 0 1 1 1 1 1 1 1 1
3820986841070154 8241251 11:48:36 19.845565858269 367296 0 0 0 217 2 367296 3 3 3 3 3 3 3 3 3
3821017539828830 6472320 13:50:33 18.29348461914783 44426 0 0 1 37 3 44426 1 1 2 2 2 2 2 2 2
3821050121130890 8114788 16:00:02 47.23885290296235 70806 0 0 0 199 3 70806 3 4 4 4 4 4 4 4 4
3821340283315096 8241251 11:13:03 39.329211173183545 367296 0 2 1 171 2 367296 0 0 2 2 2 2 2 2 2
3821401284869297 4388365 15:15:26 9.353791602031 127 0 0 1 22 3 127 0 1 2 2 3 4 4 4 4
3821420876705799 7460165 16:33:17 7.7569292721614005 101550 0 0 0 41 3 101550 1 1 1 1 1 1 1 1 1
3821671821490824 8163129 09:10:27 21.892036418539995 75964 1 0 0 71 2 75964 0 0 0 0 0 0 0 3 4
3821699399306147 2812353 11:00:03 34.91307640746037 27598 0 2 0 136 2 27598 1 1 1 2 2 2 2 3 3
3821789576747517 5487812 16:58:22 40.22248379161387 3822 0 4 0 169 3 3822 0 0 0 1 1 1 2 2 2
3822065566198525 7947935 11:15:04 30.012945762545186 3689 0 0 0 122 2 3689 1 1 1 1 1 1 1 1 1
3822194239326504 5433878 19:46:20 31.1649304889072 2500 0 0 1 147 4 2500 0 0 0 0 0 0 1 1 1
3822228133178197 5257388 22:01:03 19.249244219320506 77620 0 0 0 120 4 77620 4 4 4 4 4 4 4 4 4
3822530437893402 8265431 18:02:18 38.56970070287423 145634 0 6 0 121 3 145634 2 2 2 2 2 2 2 2 2
3822887196722724 4207083 17:39:56 17.64326542987339 2751 0 2 0 208 3 2751 2 2 3 3 3 3 3 3 3
3822975898037385 7298946 23:32:24 23.982986632334146 35548 1 0 0 65 4 35548 1 2 2 2 2 3 3 3 3
3823604410519296 4797207 17:09:53 33.107408382437804 279 0 6 0 201 3 279 0 0 0 0 1 1 1 1 1
3823698991952054 3412439 23:25:43 7.801668163235 2232 0 2 0 19 4 2232 3 3 3 3 3 3 3 3 3
3823879086940349 7097284 11:21:21 -2.7354680752749996 47351 0 0 0 47 2 47351 1 1 1 1 2 2 2 2 2
3823919024627349 5630757 14:00:03 45.52371544253954 125141 3 8 0 186 3 125141 0 0 2 2 3 3 3 3 3
3824019419752376 6106278 20:38:59 43.4985914828446 64773 0 2 0 214 4 64773 0 0 0 0 0 0 1 1 1
3824227226502531 7752348 10:24:44 36.984513439033854 58688 0 2 0 134 2 58688 0 0 0 0 0 0 0 0 1
3824240438908549 5799055 11:17:14 45.17746248298157 412 0 2 0 200 2 412 0 0 0 0 0 0 1 1 1
3824365483114031 7234602 19:34:07 0.6369842599371989 295 0 0 0 25 4 295 0 2 4 5 5 5 5 5 5
3824593657793547 8253334 10:40:48 5.29262484640595 171226 0 0 0 30 2 171226 2 2 2 3 3 4 5 5 5
3824747286376784 7094441 20:51:16 24.300588677016172 656 0 2 0 152 4 656 1 1 1 1 1 1 1 1 1
3824759038885444 7010915 21:37:57 16.8050499192188 212 0 2 1 78 4 212 0 0 0 0 0 0 1 1 1
3826050847421800 1292045 11:11:09 21.66140126783854 2113 0 0 0 167 2 2113 2 2 2 2 3 3 4 4 4
3826438367497191 2298223 12:51:01 16.909965840663993 9788 1 2 1 71 2 9788 1 1 2 3 4 4 4 4 4
3826480906018308 2533299 15:40:03 14.876832709344 1381 0 0 0 11 3 1381 5 6 6 6 6 6 6 6 6
3826757272299631 4987001 09:58:14 27.501516852721963 118483 2 0 0 211 2 118483 0 0 0 0 0 1 2 2 2
3826757750263145 7337426 10:00:08 44.0830122797146 313220 0 4 0 177 2 313220 2 3 3 4 4 4 4 4 4
3826811265490083 6769513 13:32:47 48.125095095143756 7422 0 2 0 184 3 7422 2 3 3 3 3 3 3 3 3
3826863279423406 1380772 16:59:28 14.793903306201699 14 0 2 0 67 3 14 1 1 1 1 1 1 2 2 4
3826877166883107 7978683 17:54:39 6.027174228715831 13168 0 0 1 14 3 13168 1 1 3 3 4 4 4 4 4
3827694100107661 3078001 00:00:51 21.137337084134696 4413 0 2 1 59 1 4413 1 1 2 2 2 2 2 2 2
3827996424733386 5740396 20:02:11 20.746656273549497 216567 0 0 0 89 4 216567 2 2 3 3 3 3 3 3 3
3828056207069361 4164633 23:59:44 22.51495354015545 26 0 2 0 82 4 26 0 1 2 2 2 3 3 3 3
3828390635217581 2840197 22:08:38 28.762844465798626 1434 0 4 0 134 4 1434 2 2 2 2 2 3 4 4 4
3828402479997448 4795826 22:55:42 24.26901483148278 77 0 0 0 105 4 77 0 0 2 2 2 2 5 5 5
3828419509259367 6378478 00:03:22 28.001730544822998 116710 0 2 0 134 1 116710 2 2 2 2 3 3 3 3 3
3828645795879247 2075954 15:02:33 6.2856377106993975 174461 0 0 0 36 3 174461 2 2 3 3 3 3 3 3 3
3828962730004436 5257388 12:01:56 21.39666243564801 77620 0 0 0 101 2 77620 6 6 6 6 6 6 6 6 6
3829460514485478 8239221 20:59:57 43.11908733607847 321766 0 0 0 198 4 321766 3 3 3 3 3 3 9 9 9
3829965110028700 7900407 06:25:02 31.76491505305934 2871 0 0 0 210 1 2871 1 1 1 1 1 2 3 3 3
3829986236187841 8124819 07:48:59 44.82104176651468 9762 0 0 0 211 2 9762 2 2 2 2 2 2 2 2 2
3830106449521459 7056169 15:46:40 42.27503173044384 1530 1 4 0 133 3 1530 0 0 0 0 1 1 2 2 2
3830399384265654 7424214 11:10:41 23.081439344230798 28698 0 2 1 81 2 28698 2 2 3 4 4 4 4 4 4
3830560524760524 8195721 21:50:58 20.19146484177995 12958 1 2 1 57 4 12958 4 5 5 5 5 5 5 5 5
3830560542142699 8109646 21:51:03 4.728712655998 6073 0 0 0 9 4 6073 2 5 6 6 6 6 6 6 6
3830648655911232 8256685 03:41:12 11.203199939302001 82 0 2 0 17 1 82 1 1 2 4 5 6 6 6 6
3830744201911959 4178345 10:00:52 31.2367131250699 1919 0 0 0 210 2 1919 2 2 2 2 2 2 2 3 5
3830772085431116 7794539 11:51:40 15.228447174616079 82990 1 0 0 54 2 82990 2 2 3 3 3 3 3 3 3
3830776711451614 2574642 12:10:03 16.0966489134765 50458 0 0 1 68 2 50458 3 4 5 5 5 5 5 5 5
3830913429896367 5893818 21:13:19 51.34387322650073 905 1 4 2 111 4 905 2 4 5 5 5 5 6 6 6
3830943909708100 7423299 23:14:26 1.5307208096849998 272361 0 0 0 14 4 272361 2 3 3 3 3 3 3 3 3
3831120083022475 3997034 10:54:29 34.9998237685895 3818 0 2 1 142 2 3818 3 3 3 3 4 4 4 5 5
3831136834829010 5257388 12:01:03 11.917113538775599 77620 0 0 0 95 2 77620 7 7 7 7 7 7 7 7 7
3831265683891909 5893818 20:33:02 62.18500215223674 905 7 4 2 160 4 905 2 2 5 5 5 5 5 5 5
3831280829076294 8220606 21:33:14 15.511849896758294 1598 0 2 0 83 4 1598 5 5 5 5 5 5 5 5 5
3831337176144798 1802409 01:17:08 6.0985126627840005 57247 0 0 0 31 1 57247 2 2 2 3 3 3 4 4 4
3831496215484898 1463437 11:49:06 55.71499599152226 613 0 0 1 207 2 613 1 1 1 1 1 1 1 1 1
3831650834283555 3114928 22:03:30 10.795116992059002 8012 0 1 0 42 4 8012 2 2 3 3 3 3 3 3 3
3831830149067425 6236290 09:56:02 7.0674393536072015 744 1 2 0 49 2 744 1 3 5 5 5 5 5 5 5
3831868627659141 8049283 12:28:56 21.199185788637426 4902 0 2 0 100 2 4902 3 3 3 3 3 3 3 3 3
3831879599472660 2566040 13:12:32 1.335077350252 1058 1 0 0 4 3 1058 5 5 6 6 6 6 6 6 6
3832003637786887 8069239 21:25:25 8.869087927440829 81303 0 0 0 47 4 81303 4 4 4 4 4 4 4 4 4
3832266721666958 7975001 14:50:49 41.786094629740035 15 1 8 0 173 3 15 3 3 3 3 3 3 4 4 4
3832318810874908 6311958 18:17:48 14.0979625107867 7156 0 0 0 57 3 7156 1 1 2 2 2 2 2 2 2
3832340709208803 4116903 19:44:49 24.533025362154998 176722 0 2 0 114 4 176722 1 1 3 4 4 4 4 4 4
3832507113885236 4438343 06:46:03 7.543517100374 174 0 2 0 17 1 174 1 1 3 4 4 4 5 5 5
3832577662425071 1230532 11:26:23 15.661290353115001 40 0 2 0 79 2 40 1 1 3 4 4 4 4 4 4
3832622158989265 2677200 14:23:12 13.497578082348001 36167 0 2 0 53 3 36167 1 1 5 7 7 7 7 7 7
3832733484863748 7337638 21:45:32 23.21908577089183 29983 0 0 2 56 4 29983 1 2 2 2 2 2 2 2 2
3832935164113367 2667317 11:06:58 11.645657332705605 4121 0 0 0 37 2 4121 2 3 3 4 4 4 4 4 4
3833013828199337 3657822 16:19:33 6.509923126 7968 0 0 0 41 3 7968 3 3 4 5 5 5 5 5 5
3833421065797308 7298946 19:17:46 37.2443671059093 35548 0 0 0 190 4 35548 1 1 2 2 2 2 2 2 2
3833471426655810 4062118 22:37:53 23.55256282729439 1158 0 0 0 81 4 1158 2 2 2 2 2 3 4 4 4
3833511062699100 5623923 01:15:23 24.977730995920645 36 0 0 0 140 1 36 2 2 2 2 2 4 5 5 5
3833611801639265 6017863 07:55:41 8.724294499269199 4257 0 0 0 41 2 4257 3 3 3 3 3 3 3 3 3
3833850595880498 7497059 23:44:34 14.770938067472002 193 0 0 0 34 4 193 0 1 1 1 2 2 7 7 7
3834384987709181 2386686 11:08:03 13.25850552710969 12573 1 0 0 81 2 12573 3 3 4 4 4 4 4 4 4
3834443896508960 4428846 15:02:06 42.495489441044896 15671 0 0 0 200 3 15671 0 1 1 1 1 1 1 2 2
3835200939640020 1239931 17:10:21 41.11798637879253 10225 0 2 1 113 3 10225 4 4 4 4 4 4 4 6 7
3835260347618579 7389240 21:06:25 24.417420358565696 36332 0 2 0 48 4 36332 2 3 3 4 4 4 4 4 4
3835558592237427 3801189 16:51:31 15.472294501686545 4 0 2 0 76 3 4 0 0 0 0 0 0 1 1 1
3835616419036006 6737090 20:41:19 9.396987369900199 23519 0 0 0 24 4 23519 1 1 2 2 2 2 2 2 2
3835862977042924 5978675 13:01:03 2.735890128226 140683 0 0 0 11 3 140683 1 1 3 3 3 3 3 3 3
3835991108822683 7298946 21:30:11 69.77916193447798 35548 0 2 0 205 4 35548 3 3 3 3 3 3 3 3 3
3836335502289904 1633972 20:18:41 23.82708095071559 10553 0 2 0 78 4 10553 11 11 11 11 11 11 11 11 11
3836401822765977 7097284 00:42:14 15.96301730037425 47351 0 0 0 129 1 47351 0 0 0 0 0 1 1 1 2
3837328990995126 4178345 14:06:28 26.557984180073827 1919 0 0 1 95 3 1919 2 2 2 2 2 2 2 2 2
3837448071156256 4313157 21:59:39 5.0211759396002 615 0 0 0 13 4 615 4 4 4 4 4 4 6 6 6
3837643781208124 8069239 10:57:19 4.592523755222199 81303 0 0 0 25 2 81303 1 3 3 3 3 4 4 4 4
3837647648762166 4271293 11:12:42 44.81106622924612 2545 1 0 0 175 2 2545 1 1 1 1 2 2 2 2 2
3837751054849926 7751973 18:03:36 5.434163438852352 23887 0 0 1 26 3 23887 2 2 2 2 2 2 2 2 2
3838037403954723 7668986 13:01:27 9.451071932185027 674 0 0 0 26 3 674 3 3 3 3 3 3 3 3 3
3838053887748147 5545636 14:06:57 -7.823278562677269 249 0 0 0 137 3 249 1 1 1 2 2 2 2 2 2
3838493077970944 6061850 19:12:08 46.78319213824951 520 1 2 1 196 4 520 2 2 2 3 3 3 6 6 6
3838514854512950 3045336 20:38:40 11.10757229249093 779 0 0 0 132 4 779 0 0 0 0 0 0 2 5 5
3838822226018774 4145635 17:00:03 12.916154753937152 18913 0 0 0 62 3 18913 3 3 3 4 4 4 4 4 4
